BOXY.EXE: ISS Imagent and Oximeter Data Acquisition Program Version 0.80
Ascii Record File

#ACQ INFORMATION
2  Detector Channels 
16  External MUX Channels 
1  Auxiliary Channels 
5000  Waveform (CCF) Frequency (Hz)
1  Waveforms Skipped 
30  Waveforms Averaged 
1  Cycles Averaged 
16  Acquisitions per Waveform 
10.0806  Updata Rate (Hz) 

#FILE INFORMATION
TRUE -- External MUX Channel results are PARSED.
FALSE -- AC DC and Phase are NOT grouped.
TRUE -- Companion Program Settings File CREATED.
FALSE -- AC data not excluded
FALSE -- DC data not excluded
FALSE -- Phase data not excluded
FALSE -- Auxillary Chn. data not excluded
Tab delimiters

#CALIBRATION STATE
TRUE -- Waveform Calibration Values APPLIED.


#AUX CALIBRATION VALUES
Val Type	aux-1	

Term	1.0000e+00	
Factor	0.0000e+00	


#WF CALIBRATION VALUES
A = Detector Channel
Val Type	A-AC1	A-AC2	A-AC3	A-AC4	A-AC5	A-AC6	A-AC7	A-AC8	A-AC9	A-AC10	A-AC11	A-AC12	A-AC13	A-AC14	A-AC15	A-AC16	A-DC1	A-DC2	A-DC3	A-DC4	A-DC5	A-DC6	A-DC7	A-DC8	A-DC9	A-DC10	A-DC11	A-DC12	A-DC13	A-DC14	A-DC15	A-DC16	A-Ph1	A-Ph2	A-Ph3	A-Ph4	A-Ph5	A-Ph6	A-Ph7	A-Ph8	A-Ph9	A-Ph10	A-Ph11	A-Ph12	A-Ph13	A-Ph14	A-Ph15	A-Ph16	

Term	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
Factor	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	

B = Detector Channel
Val Type	B-AC1	B-AC2	B-AC3	B-AC4	B-AC5	B-AC6	B-AC7	B-AC8	B-AC9	B-AC10	B-AC11	B-AC12	B-AC13	B-AC14	B-AC15	B-AC16	B-DC1	B-DC2	B-DC3	B-DC4	B-DC5	B-DC6	B-DC7	B-DC8	B-DC9	B-DC10	B-DC11	B-DC12	B-DC13	B-DC14	B-DC15	B-DC16	B-Ph1	B-Ph2	B-Ph3	B-Ph4	B-Ph5	B-Ph6	B-Ph7	B-Ph8	B-Ph9	B-Ph10	B-Ph11	B-Ph12	B-Ph13	B-Ph14	B-Ph15	B-Ph16	

Term	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-1.73704e+02	-1.32310e+02	-1.30523e+02	-1.83574e+02	-7.60477e+01	-6.70359e+01	-1.55495e+02	-1.62015e+02	-7.99824e+01	-6.07535e+01	-1.70946e+02	-1.70640e+02	-1.80572e+02	-1.76431e+02	-8.06021e+01	-1.49822e+02	
Factor	2.81431e-05	1.40646e-04	3.83973e-05	2.01100e-01	1.36085e-06	1.58655e-06	1.53996e-01	4.82859e-02	1.48335e-06	1.59777e-06	8.17184e-02	2.79086e-02	4.74001e-02	8.75135e-03	1.44834e-06	1.23503e-02	7.47231e-06	9.38387e-06	2.59553e-06	1.05508e-01	9.95022e-08	1.03510e-07	7.64957e-02	2.55268e-02	9.80276e-08	1.03065e-07	4.19575e-02	1.43083e-02	2.51944e-02	4.66655e-03	1.00170e-07	6.38590e-03	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	



#DISTANCE SETTINGS
A = Detector Channel
A-1	A-2	A-3	A-4	A-5	A-6	A-7	A-8	A-9	A-10	A-11	A-12	A-13	A-14	A-15	A-16	

2.5000e+00	3.0000e+00	2.5000e+00	3.0000e+00	2.0000e+00	3.0000e+00	1.5000e+00	3.0000e+00	3.0000e+00	3.0000e+00	3.0000e+00	3.0000e+00	3.0000e+00	3.0000e+00	1.5000e+00	3.0000e+00	

B = Detector Channel
B-1	B-2	B-3	B-4	B-5	B-6	B-7	B-8	B-9	B-10	B-11	B-12	B-13	B-14	B-15	B-16	

1.0000e+01	1.0000e+01	1.0000e+01	1.4400e+00	1.0000e+01	1.0000e+01	1.5100e+00	1.9400e+00	1.0000e+01	1.0000e+01	1.9900e+00	2.4900e+00	2.4100e+00	2.9000e+00	1.0000e+01	2.9800e+00	




#DATA BEGINS
time	group	step	mark	flag	A-AC1	A-AC2	A-AC3	A-AC4	A-AC5	A-AC6	A-AC7	A-AC8	A-AC9	A-AC10	A-AC11	A-AC12	A-AC13	A-AC14	A-AC15	A-AC16	A-DC1	A-DC2	A-DC3	A-DC4	A-DC5	A-DC6	A-DC7	A-DC8	A-DC9	A-DC10	A-DC11	A-DC12	A-DC13	A-DC14	A-DC15	A-DC16	A-Ph1	A-Ph2	A-Ph3	A-Ph4	A-Ph5	A-Ph6	A-Ph7	A-Ph8	A-Ph9	A-Ph10	A-Ph11	A-Ph12	A-Ph13	A-Ph14	A-Ph15	A-Ph16	B-AC1	B-AC2	B-AC3	B-AC4	B-AC5	B-AC6	B-AC7	B-AC8	B-AC9	B-AC10	B-AC11	B-AC12	B-AC13	B-AC14	B-AC15	B-AC16	B-DC1	B-DC2	B-DC3	B-DC4	B-DC5	B-DC6	B-DC7	B-DC8	B-DC9	B-DC10	B-DC11	B-DC12	B-DC13	B-DC14	B-DC15	B-DC16	B-Ph1	B-Ph2	B-Ph3	B-Ph4	B-Ph5	B-Ph6	B-Ph7	B-Ph8	B-Ph9	B-Ph10	B-Ph11	B-Ph12	B-Ph13	B-Ph14	B-Ph15	B-Ph16	aux-1	digaux	

4060.292	1	1	0	768	0.07871	0.3914	0.087496	0.23284	0.2926	0.099719	0.083715	0.23002	0.15891	0.17416	0.22579	0.14006	0.10412	0.28396	0.17664	0.52904	-3.1167	-2.5979	-3.0875	-3.3146	-2.4146	-3.4062	-3.0854	-2.7458	-3.3208	-2.7958	-3.1042	-3.4271	-2.5896	-3.3604	-2.9813	-2.8979	180.476	347.667	289.689	366.559	256.902	228.910	351.413	426.466	373.400	427.199	442.870	296.252	475.373	482.179	442.593	453.934	0.0015389	0.00018177	0.00014883	405.65	8.1306e-06	1.2203e-05	940.78	142.94	1.8194e-06	1.3807e-05	438.47	191.71	60.38	27.552	1.6088e-06	98.55	0.0019553	0.0020561	0.0005898	373.03	2.2077e-05	2.2692e-05	835.82	129.43	2.1827e-05	2.2914e-05	392.65	170.22	57.075	24.917	2.1779e-05	88.885	147.643	179.532	218.175	155.202	257.826	265.111	155.095	159.398	322.185	313.942	159.287	162.067	160.919	166.344	323.888	165.901	-8191	255	
4060.388	1	1	0	0	0.10982	0.29276	0.21781	0.098611	0.053023	0.21888	0.14946	0.2086	0.12618	0.25091	0.25077	0.089957	0.052686	0.15473	0.11244	0.33931	-3.0563	-2.7708	-2.9208	-3.25	-2.4542	-3.1396	-3.2125	-2.7062	-3.425	-2.8812	-2.9625	-3.4583	-2.3542	-3.1375	-3.0062	-2.7438	449.393	473.033	194.551	233.730	350.991	228.736	495.718	469.861	323.985	260.056	463.018	482.825	241.836	219.152	389.255	457.535	0.0015101	0.0005005	0.0002246	409.38	8.0147e-06	1.532e-06	943.83	143.84	2.2323e-06	1.3059e-05	440.45	190.12	60.976	27.262	1.2155e-05	98.624	0.0019312	0.0020654	0.00057856	372.99	2.2096e-05	2.2568e-05	839.2	129.95	2.2128e-05	2.2889e-05	394.09	169.09	56.958	24.737	2.1798e-05	88.539	148.061	171.425	254.969	155.140	293.668	424.326	155.030	159.182	330.798	318.863	159.385	162.231	161.800	166.530	248.715	166.324	-8191	255	
4060.484	1	1	0	0	0.16912	0.16198	0.16004	0.32391	0.076059	0.03207	0.1411	0.14639	0.15665	0.17287	0.27137	0.10001	0.14528	0.12503	0.2813	0.17066	-3.0271	-2.775	-2.8583	-3.3563	-2.5542	-3.0646	-3.3354	-2.6292	-3.4188	-2.9292	-2.8083	-3.4833	-2.6479	-3.1417	-3.2542	-2.75	480.867	171.155	364.208	462.337	309.851	464.094	174.058	474.649	461.231	298.719	463.130	163.067	293.053	178.765	184.088	427.781	0.0014473	0.0011573	8.3464e-05	402.34	1.1809e-05	1.3768e-05	935.94	141.18	1.0604e-05	3.8809e-06	436.64	188.65	59.585	26.805	6.797e-06	98.355	0.0018916	0.0020717	0.00056515	371.63	2.1805e-05	2.2736e-05	832.91	127.73	2.1391e-05	2.2721e-05	388.67	167.81	56.257	24.459	2.2193e-05	88.071	143.834	197.513	207.888	155.168	282.987	301.995	155.211	159.250	211.091	358.393	159.140	162.096	161.089	166.087	265.299	165.567	-8191	255	
4060.580	1	1	0	0	0.071222	0.18024	0.10286	0.18583	0.13168	0.24665	0.2148	0.1046	0.15885	0.29578	0.13498	0.26214	0.24134	0.1537	0.17378	0.20352	-2.8083	-2.9375	-2.6396	-3.3646	-2.7125	-2.9688	-3.4271	-2.5375	-3.2729	-2.9271	-2.8667	-3.4583	-2.5479	-3.0792	-3.2833	-2.7313	225.593	428.942	392.705	485.751	158.083	487.081	446.783	463.705	439.075	235.354	410.736	152.618	454.909	168.594	225.619	457.530	0.0013325	0.00013303	0.00017452	404.57	8.0885e-06	1.2315e-05	933.94	139.76	8.561e-06	7.3358e-06	434.13	188.68	60.62	26.756	3.3994e-06	98.204	0.0019153	0.0020313	0.0005705	370.53	2.1771e-05	2.2583e-05	828.99	127.38	2.158e-05	2.2447e-05	388.18	167.77	56.638	24.518	2.2005e-05	87.955	142.387	401.256	244.759	155.049	330.938	244.778	154.744	159.784	238.703	297.369	159.028	161.926	161.604	166.536	377.012	165.773	-8191	255	
4060.676	1	1	0	0	0.032353	0.091325	0.071177	0.073155	0.17995	0.11592	0.28781	0.15246	0.11597	0.18816	0.1581	0.23307	0.20331	0.019649	0.05188	0.34319	-2.7833	-2.9354	-2.4667	-3.3417	-2.8042	-2.9938	-3.5271	-2.7938	-3.0854	-3.1021	-2.6688	-3.4688	-2.6625	-2.8979	-3.2604	-2.8187	215.043	273.902	445.955	477.198	476.353	419.341	450.076	277.524	416.405	478.441	217.725	482.659	483.676	456.124	431.062	491.723	0.0014655	0.0012888	0.00023057	405.99	8.3068e-06	8.4772e-06	932.68	141	1.1417e-05	1.0855e-05	436.68	189.13	60.21	27.03	1.409e-05	98.483	0.0019134	0.0020583	0.00055509	372.01	2.1743e-05	2.245e-05	831.06	128.4	2.1585e-05	2.1954e-05	389.35	168.5	56.45	24.58	2.1727e-05	88.336	147.404	220.164	211.756	155.245	259.681	386.467	155.056	159.229	289.423	328.079	159.108	162.381	161.659	167.059	224.840	166.149	-8191	255	
4060.772	1	1	0	0	0.10153	0.18057	0.1014	0.42429	0.11765	0.023192	0.21074	0.23696	0.1266	0.13454	0.15445	0.28951	0.054906	0.029425	0.024172	0.30493	-2.7583	-3.0646	-2.4938	-3.2542	-2.8563	-2.6792	-3.4771	-2.6854	-2.9021	-3.3375	-2.5708	-3.3771	-3.0542	-2.5563	-3.3167	-2.7271	175.528	312.728	232.620	447.578	268.610	238.806	427.685	152.085	179.955	360.471	164.137	425.101	206.585	476.567	318.944	469.666	0.001535	0.00084811	0.00030812	407.59	9.1255e-06	5.0914e-06	937.05	141.32	5.3663e-06	5.6004e-06	434	188.75	60.268	26.913	1.154e-05	98.806	0.001897	0.0020461	0.000568	373.63	2.1574e-05	2.2445e-05	834.35	128.36	2.1273e-05	2.2585e-05	390.3	168.36	56.342	24.596	2.1498e-05	88.26	142.994	253.238	209.665	154.701	306.992	302.931	155.011	159.320	187.571	239.577	158.769	162.339	161.068	166.581	284.314	165.627	-8191	255	
4060.893	1	1	0	0	0.15046	0.22188	0.051145	0.19164	0.16351	0.19846	0.24714	0.1505	0.11692	0.27723	0.19309	0.085336	0.23663	0.046998	0.14986	0.18066	-2.3271	-3.1417	-2.6625	-3.2667	-2.9729	-2.5667	-3.4917	-2.6417	-2.7687	-3.2979	-2.7396	-3.2792	-3.1042	-2.5563	-3.3646	-2.7833	393.531	466.521	403.561	491.176	453.234	204.984	498.228	466.849	429.592	322.174	455.205	154.902	273.672	462.997	373.315	144.991	0.0014733	0.00081684	0.00036517	405.62	7.3271e-06	1.1094e-05	933.45	142.9	4.742e-06	6.8335e-06	434.05	188.15	60.155	27.007	1.1845e-05	98.329	0.0018651	0.0019953	0.00056195	372.23	2.1565e-05	2.2526e-05	830.45	128.64	2.1269e-05	2.1938e-05	389.13	168.16	56.638	24.662	2.1866e-05	88.272	152.617	207.903	243.911	155.201	243.571	305.386	154.970	159.327	256.381	299.916	158.937	162.211	161.481	166.253	257.069	165.572	-8191	255	
4060.989	1	1	0	0	0.089357	0.20646	0.13932	0.13332	0.12733	0.049885	0.12766	0.20342	0.16392	0.037337	0.21118	0.23611	0.38677	0.27635	0.0033787	0.33428	-2.3917	-3.3542	-2.6375	-3.3292	-3.1188	-2.5708	-3.475	-2.7438	-2.6437	-3.4188	-2.7771	-3.225	-3.2146	-2.4125	-3.2667	-3.2938	284.945	371.373	174.667	184.510	364.284	431.178	170.894	475.270	317.956	460.447	401.157	490.688	465.732	494.301	251.931	477.503	0.0014771	0.0010701	0.00023404	402.65	1.264e-05	7.8088e-06	936.51	143.49	8.1846e-06	1.4262e-06	437.64	190.8	60.668	27.177	3.7686e-06	99.25	0.0018521	0.0020051	0.00054523	372.05	2.1366e-05	2.1531e-05	834.93	129.03	2.1365e-05	2.203e-05	391.4	169.37	56.399	24.732	2.1429e-05	88.712	147.231	214.793	218.121	155.148	263.811	260.078	154.822	158.955	259.086	448.684	159.244	162.576	161.609	166.481	346.591	165.680	-8191	255	
4061.085	1	1	0	0	0.21079	0.048137	0.12655	0.21962	0.30425	0.10356	0.19913	0.025043	0.18854	0.17399	0.16138	0.25574	0.030413	0.23326	0.10829	0.33298	-2.3375	-3.2458	-2.5958	-3.0979	-3.1396	-2.425	-3.4167	-3.1188	-2.7479	-3.4	-2.7854	-3.075	-3.1875	-2.4896	-3.2125	-3.175	188.346	351.101	349.344	489.442	279.883	350.230	497.793	321.691	288.743	219.046	165.622	466.098	411.025	470.589	499.804	373.755	0.0015095	0.00088957	0.00015174	409.59	9.584e-06	7.3536e-06	949.58	143.1	8.5112e-06	2.0292e-06	444.4	190.86	60.213	27.017	8.4238e-06	100.15	0.0018627	0.0019554	0.00054749	373.8	2.0829e-05	2.1836e-05	841.48	129.68	2.0628e-05	2.1613e-05	394.91	170.5	56.891	24.74	2.1231e-05	89.449	143.487	194.299	179.694	154.933	278.262	282.311	155.268	159.990	218.232	368.474	158.941	162.409	161.304	166.348	249.433	165.957	-8191	255	
