%4/13/2015 4:07:12 PM
%Duration	ID1		ID2		ID3		ID4		ID5		ID6		ID7		ID8
3000.000000	1.907349	2.136230	2.479553	3.814697	4.472733	18.644333	10.929108	14.371872
%Tau		Tau1		Tau2		Tau3		Tau4		Tau5		Tau6		Tau7		Tau8
%		0.000002	0.000002	0.000001	0.000006	0.000004	0.000035	0.000021	0.000013
%Delaytime	D1		D2		D3		D4		D5		D6		D7		D8
0.00000000	12.40708351	31.57866096	37.44893646	17.70038795	11.48314953	2.01495051	4.75643301	5.64527941
0.00000020	3.38375020	4.30618095	5.76137495	2.70711803	1.97366631	1.46790516	1.80800080	1.99804831
0.00000040	3.38375020	3.58848429	5.04120302	1.87415874	1.43539369	1.45878780	1.47421598	1.22102952
0.00000060	1.12791669	1.43539369	0.72017187	1.66591883	1.97366631	1.33114386	1.61329305	1.71261287
0.00000080	1.12791669	0.71769685	2.88068748	1.87415874	0.53827262	1.54996204	1.61329305	1.26860213
0.00000100	2.25583339	0.71769685	1.44034374	2.08239865	1.79424214	1.46790516	1.58547759	1.44303489
0.00000120	0.00000000	0.00000000	1.44034374	1.24943912	0.35884842	1.47702265	1.36295438	1.49060750
0.00000140	2.25583339	0.71769685	0.00000000	2.29063845	1.43539369	1.30379152	1.47421598	1.55403757
0.00000160	1.12791669	2.15309048	1.44034374	1.87415874	1.07654524	1.35849607	1.30732369	1.60161018
0.00000180	2.25583339	2.15309048	1.44034374	1.24943912	1.25596952	1.52260971	1.58547759	1.56989515
0.00000200	0.00000000	2.15309048	0.00000000	0.83295941	0.89712107	1.28555667	1.44640064	1.44303489
0.00000220	1.12791669	2.15309048	1.44034374	1.87415874	1.25596952	1.47702265	1.33513904	1.68089783
0.00000240	2.25583339	0.00000000	3.60085917	1.87415874	1.07654524	1.54084456	1.47421598	1.42717731
0.00000260	2.25583339	0.71769685	0.72017187	1.66591883	1.79424214	1.69584084	1.44640064	1.41131985
0.00000280	1.12791669	2.15309048	0.72017187	1.66591883	1.07654524	1.34937871	1.25169289	1.26860213
0.00000300	0.00000000	0.71769685	0.00000000	0.62471956	0.89712107	1.40408325	1.78018534	1.49060750
0.00000340	0.56395835	1.07654524	2.88068748	1.45767903	2.15309048	1.43143547	1.61329305	1.44303489
0.00000380	2.25583339	3.22963572	1.80042958	2.08239865	1.61481786	1.34937871	1.33513904	1.36374724
0.00000420	2.25583339	0.71769685	1.08025777	1.77003872	1.34568155	1.46334648	1.36295438	1.35581851
0.00000460	1.12791669	2.51193905	1.80042958	1.56179893	1.25596952	1.51349235	1.30732369	1.41131985
0.00000500	0.00000000	0.00000000	1.08025777	0.93707937	1.70453000	1.37217224	1.51593912	1.46682119
0.00000540	0.56395835	1.07654524	1.44034374	1.56179893	1.25596952	1.42231810	1.47421598	1.49853623
0.00000580	1.12791669	1.07654524	1.08025777	1.45767903	0.98683316	1.49525750	1.58547759	1.44303489
0.00000620	1.69187510	1.43539369	1.08025777	1.66591883	1.52510583	1.48158133	1.34904671	1.40339112
0.00000700	1.40989590	1.43539369	1.26030076	1.82209873	1.30082548	1.37673092	1.52289295	1.46682119
0.00000780	1.69187510	1.07654524	1.80042958	1.45767903	1.43539369	1.38812768	1.36295438	1.46682119
0.00000860	1.69187510	2.15309048	0.90021479	1.14531922	1.65967393	1.40408325	1.41163135	1.42717731
0.00000940	1.12791669	1.25596952	1.44034374	1.35355902	1.25596952	1.39268649	1.38381600	1.48267865
0.00001020	0.56395835	0.89712107	0.54012889	1.87415874	1.52510583	1.42687678	1.57852376	1.37960482
0.00001100	1.69187510	1.43539369	1.44034374	1.66591883	1.12140131	1.39724517	1.54375446	1.38356912
0.00001180	1.40989590	1.25596952	0.36008593	2.03033853	1.07654524	1.38584840	1.28646207	1.45889246
0.00001260	1.12791669	0.53827262	1.44034374	1.77003872	0.98683316	1.41775942	1.36295438	1.49060750
0.00001420	0.14098959	1.25596952	1.08025777	1.56179893	1.12140131	1.32202637	1.31427753	1.33004999
0.00001580	2.25583339	1.07654524	1.17027926	1.24943912	1.52510583	1.39154673	1.38729286	1.33401442
0.00001740	1.12791669	0.71769685	1.71040809	1.43164897	1.30082548	1.35849607	1.38729286	1.31221032
0.00001900	2.11484385	0.80740893	1.17027926	1.17134917	1.45782173	1.34595966	1.41163135	1.31221032
0.00002060	1.26890635	0.89712107	1.08025777	1.32752907	1.09897327	1.33456290	1.32470822	1.24481583
0.00002220	1.12791669	1.25596952	1.35032225	1.09325922	1.23354149	1.29353452	1.26560056	1.29437053
0.00002380	1.40989590	1.16625738	1.44034374	1.32752907	1.39053762	1.24794734	1.35252368	1.25274456
0.00002540	1.40989590	0.89712107	1.44034374	1.06722927	1.21111345	1.22287440	1.21344662	1.25670898
0.00002860	0.49443218	1.34694481	1.76369596	1.30018485	1.40698767	1.30703080	1.25401151	1.26079547
0.00003180	0.98886436	1.21225035	1.17579722	1.31318665	1.24813426	1.29963350	1.20889044	1.29353046
0.00003500	1.13013077	1.12245405	1.13057435	1.02714598	0.95312071	1.21940219	1.25926089	1.25087571
0.00003820	1.13013077	1.30204666	1.35668910	1.23517549	1.13466752	1.23533463	1.24706411	1.26674724
0.00004140	1.27139699	1.30204666	1.22102022	1.26117921	1.11197412	1.19208944	1.12201035	1.18342173
0.00004460	0.91823119	1.07755589	1.08535135	1.17016625	0.80561393	1.23135161	1.17234313	1.19135749
0.00004780	0.91823119	1.16735220	1.04012835	1.46920884	1.32756102	1.15166903	1.12892306	1.10403836
