BOXY.EXE: ISS Imagent and Oximeter Data Acquisition Program Version 0.80
Ascii Record File

#ACQ INFORMATION
2  Detector Channels 
16  External MUX Channels 
1  Auxiliary Channels 
5000  Waveform (CCF) Frequency (Hz)
1  Waveforms Skipped 
30  Waveforms Averaged 
1  Cycles Averaged 
16  Acquisitions per Waveform 
10.0806  Updata Rate (Hz) 

#FILE INFORMATION
TRUE -- External MUX Channel results are PARSED.
FALSE -- AC DC and Phase are NOT grouped.
TRUE -- Companion Program Settings File CREATED.
FALSE -- AC data not excluded
FALSE -- DC data not excluded
FALSE -- Phase data not excluded
FALSE -- Auxillary Chn. data not excluded
Tab delimiters

#CALIBRATION STATE
TRUE -- Waveform Calibration Values APPLIED.


#AUX CALIBRATION VALUES
Val Type	aux-1	

Term	1.0000e+00	
Factor	0.0000e+00	


#WF CALIBRATION VALUES
A = Detector Channel
Val Type	A-AC1	A-AC2	A-AC3	A-AC4	A-AC5	A-AC6	A-AC7	A-AC8	A-AC9	A-AC10	A-AC11	A-AC12	A-AC13	A-AC14	A-AC15	A-AC16	A-DC1	A-DC2	A-DC3	A-DC4	A-DC5	A-DC6	A-DC7	A-DC8	A-DC9	A-DC10	A-DC11	A-DC12	A-DC13	A-DC14	A-DC15	A-DC16	A-Ph1	A-Ph2	A-Ph3	A-Ph4	A-Ph5	A-Ph6	A-Ph7	A-Ph8	A-Ph9	A-Ph10	A-Ph11	A-Ph12	A-Ph13	A-Ph14	A-Ph15	A-Ph16	

Term	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
Factor	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	

B = Detector Channel
Val Type	B-AC1	B-AC2	B-AC3	B-AC4	B-AC5	B-AC6	B-AC7	B-AC8	B-AC9	B-AC10	B-AC11	B-AC12	B-AC13	B-AC14	B-AC15	B-AC16	B-DC1	B-DC2	B-DC3	B-DC4	B-DC5	B-DC6	B-DC7	B-DC8	B-DC9	B-DC10	B-DC11	B-DC12	B-DC13	B-DC14	B-DC15	B-DC16	B-Ph1	B-Ph2	B-Ph3	B-Ph4	B-Ph5	B-Ph6	B-Ph7	B-Ph8	B-Ph9	B-Ph10	B-Ph11	B-Ph12	B-Ph13	B-Ph14	B-Ph15	B-Ph16	

Term	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-1.59263e+02	-1.35366e+02	-1.22785e+02	-1.81606e+02	-7.89346e+01	-5.72216e+01	-1.56575e+02	-1.62015e+02	-7.73410e+01	-6.58398e+01	-1.71773e+02	-1.69662e+02	-1.85582e+02	-1.76518e+02	-7.73154e+01	-1.48785e+02	
Factor	2.57673e-05	1.35732e-04	4.29484e-05	1.60521e-01	1.34668e-06	1.50830e-06	1.73562e-01	5.04505e-02	1.28541e-06	1.76270e-06	8.78298e-02	2.84354e-02	2.48919e-02	9.05555e-03	1.36247e-06	1.28161e-02	7.70257e-06	9.89319e-06	2.77655e-06	8.54020e-02	1.04570e-07	1.10558e-07	8.68692e-02	2.69635e-02	1.04314e-07	1.10505e-07	4.53325e-02	1.47671e-02	1.33880e-02	4.87488e-03	1.06932e-07	6.69256e-03	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	



#DISTANCE SETTINGS
A = Detector Channel
A-1	A-2	A-3	A-4	A-5	A-6	A-7	A-8	A-9	A-10	A-11	A-12	A-13	A-14	A-15	A-16	

2.5000e+00	3.0000e+00	2.5000e+00	3.0000e+00	2.0000e+00	3.0000e+00	1.5000e+00	3.0000e+00	3.0000e+00	3.0000e+00	3.0000e+00	3.0000e+00	3.0000e+00	3.0000e+00	1.5000e+00	3.0000e+00	

B = Detector Channel
B-1	B-2	B-3	B-4	B-5	B-6	B-7	B-8	B-9	B-10	B-11	B-12	B-13	B-14	B-15	B-16	

1.0000e+01	1.0000e+01	1.0000e+01	1.4400e+00	1.0000e+01	1.0000e+01	1.5100e+00	1.9400e+00	1.0000e+01	1.0000e+01	1.9900e+00	2.4900e+00	2.4100e+00	2.9000e+00	1.0000e+01	2.9800e+00	




#DATA BEGINS
time	group	step	mark	flag	A-AC1	A-AC2	A-AC3	A-AC4	A-AC5	A-AC6	A-AC7	A-AC8	A-AC9	A-AC10	A-AC11	A-AC12	A-AC13	A-AC14	A-AC15	A-AC16	A-DC1	A-DC2	A-DC3	A-DC4	A-DC5	A-DC6	A-DC7	A-DC8	A-DC9	A-DC10	A-DC11	A-DC12	A-DC13	A-DC14	A-DC15	A-DC16	A-Ph1	A-Ph2	A-Ph3	A-Ph4	A-Ph5	A-Ph6	A-Ph7	A-Ph8	A-Ph9	A-Ph10	A-Ph11	A-Ph12	A-Ph13	A-Ph14	A-Ph15	A-Ph16	B-AC1	B-AC2	B-AC3	B-AC4	B-AC5	B-AC6	B-AC7	B-AC8	B-AC9	B-AC10	B-AC11	B-AC12	B-AC13	B-AC14	B-AC15	B-AC16	B-DC1	B-DC2	B-DC3	B-DC4	B-DC5	B-DC6	B-DC7	B-DC8	B-DC9	B-DC10	B-DC11	B-DC12	B-DC13	B-DC14	B-DC15	B-DC16	B-Ph1	B-Ph2	B-Ph3	B-Ph4	B-Ph5	B-Ph6	B-Ph7	B-Ph8	B-Ph9	B-Ph10	B-Ph11	B-Ph12	B-Ph13	B-Ph14	B-Ph15	B-Ph16	aux-1	digaux	

7324.008	1	1	0	256	0.091238	0.14362	0.1119	0.2033	0.1564	0.15892	0.072846	0.30993	0.2581	0.21219	0.040117	0.12957	0.34153	0.20901	0.17022	0.24353	-0.50833	-0.42083	-0.37292	-1.0125	0.070833	-0.81458	-0.90417	-0.10417	-0.87708	-0.35	-0.4375	-1.0729	-0.10625	-0.83125	-0.78333	-0.20208	517.232	237.773	507.016	447.900	196.307	418.775	216.808	519.976	309.361	252.590	485.702	259.552	488.327	479.465	362.752	460.606	0.00078316	0.0010033	0.0008074	1073.9	1.8227e-05	1.866e-05	674.51	385.91	1.1059e-05	1.9323e-05	263.82	95.682	151.53	68.324	2.8803e-05	42.36	0.024444	0.03137	0.0087921	1290.3	0.00032872	0.00034838	913.8	452.71	0.00032439	0.00034215	390	137.14	185.95	80.817	0.00032717	61.215	185.753	493.293	231.512	182.229	377.829	354.201	180.159	187.540	315.973	204.001	184.888	187.680	191.398	195.402	253.007	191.105	-8191	255	
7324.080	1	1	0	0	0.023063	0.26989	0.093521	0.18264	0.12427	0.28495	0.1588	0.2441	0.20496	0.1337	0.15979	0.031425	0.24204	0.07651	0.26588	0.37532	-0.39792	-0.35	-0.21042	-0.91667	0.01875	-0.53958	-0.81458	-0.30833	-0.80833	-0.50208	-0.33333	-1.1146	-0.14583	-0.76042	-0.78958	-0.125	215.080	465.414	420.580	494.231	493.981	413.379	356.706	261.508	523.094	226.696	399.543	492.970	235.487	363.865	389.470	493.837	0.0005902	0.00053662	0.00029234	1057.1	1.7935e-05	4.1468e-06	674.33	388.19	1.0032e-05	8.1386e-06	264.12	96.782	151.95	68.183	9.8571e-06	41.827	0.023851	0.030368	0.0085787	1272.1	0.00032206	0.0003418	907.8	453.35	0.00032173	0.00033939	392.91	138.29	186.2	80.504	0.00032328	60.84	527.512	170.582	225.855	182.793	451.480	242.946	180.962	187.627	486.356	365.493	184.503	187.968	191.476	195.402	424.734	191.086	-8191	255	
7324.176	1	1	0	0	0.32489	0.070977	0.24055	0.033763	0.12264	0.091428	0.1824	0.20188	0.13427	0.34646	0.039051	0.31733	0.26918	0.18627	0.1088	0.14695	-0.42708	-0.3625	-0.19375	-1.0354	-0.14167	-0.28542	-0.875	-0.014583	-0.96458	-0.48333	0.10417	-1.125	-0.31458	-0.51667	-0.98125	0.047917	423.997	511.864	234.891	203.433	229.336	340.630	264.008	459.805	516.723	318.315	350.556	487.704	475.557	501.622	244.531	209.253	0.00088142	0.0017951	0.00072992	1058.8	2.9278e-05	1.7251e-05	681	384.6	7.7019e-06	1.7281e-05	271.27	99.7	152.87	69.464	2.0428e-05	43.432	0.023441	0.03007	0.0084667	1267.9	0.0003177	0.0003368	916.7	452.15	0.00031959	0.00034005	398.7	141.01	188.15	81.983	0.00032694	62.252	178.991	501.008	294.067	182.731	245.961	417.303	180.619	187.728	269.908	378.894	185.055	187.174	191.263	195.108	335.041	191.055	-8191	255	
7324.272	1	1	0	0	0.099911	0.15817	0.33683	0.12734	0.1288	0.14766	0.12747	0.022981	0.12428	0.30691	0.098121	0.13189	0.079705	0.29077	0.091189	0.15968	-0.35	-0.54167	-0.039583	-1.0396	-0.26875	-0.35	-1.1333	-0.19583	-0.52083	-0.77708	-0.17083	-0.96042	-0.4125	-0.4125	-1.2125	-0.31458	173.815	200.727	275.893	250.226	302.401	242.039	369.533	427.912	516.792	197.594	179.546	462.350	489.700	177.084	459.243	502.152	0.00044058	0.0017846	0.00044176	1065	1.6643e-05	2.27e-06	695.74	384.78	2.3222e-05	2.8764e-05	277.97	102.58	155.76	71.629	1.8995e-05	45.866	0.023712	0.030247	0.0084806	1274.8	0.00031794	0.00033826	924.91	451.34	0.00031899	0.00034082	404.05	143.8	190.91	84.132	0.00033348	65.546	520.249	266.708	257.310	182.702	239.862	281.344	180.066	187.769	247.677	277.191	184.707	187.476	191.186	195.308	270.054	191.284	-8191	255	
7324.393	1	1	0	0	0.14115	0.089911	0.087282	0.25566	0.17322	0.19207	0.36341	0.31547	0.080878	0.10941	0.086408	0.22364	0.14094	0.21315	0.18819	0.22151	-0.22292	-0.93333	0.05625	-0.92292	-0.41042	-0.1	-1.0667	-0.40833	-0.51667	-0.85625	-0.095833	-0.92292	-0.77292	-0.375	-0.88333	-0.375	195.771	496.968	338.785	453.678	466.381	401.212	170.539	477.343	257.635	384.292	493.088	365.810	475.092	495.873	477.385	184.682	0.00095976	0.003068	0.00070308	1079.4	1.3648e-05	1.7772e-05	709.67	389.15	1.8251e-05	1.0796e-05	273.69	99.466	152.14	69.014	7.3776e-06	43.546	0.024441	0.031357	0.0087713	1298.3	0.00032707	0.00034565	940.52	455.67	0.00032221	0.0003407	398.84	140.21	186.59	81.525	0.00032523	62.067	187.644	247.919	187.887	182.735	341.691	428.250	180.869	187.442	282.990	460.337	184.717	187.977	191.238	195.189	440.574	191.210	-8191	255	
7324.489	1	1	0	0	0.22661	0.03418	0.21487	0.10268	0.15645	0.18761	0.23178	0.27585	0.25919	0.13158	0.22566	0.094061	0.083593	0.30594	0.09701	0.30241	-0.11875	-0.84375	-0.045833	-0.63125	-0.69583	-0.1125	-0.91458	-0.57917	-0.33125	-0.78333	-0.21042	-0.72083	-0.82917	-0.28542	-0.77083	-0.36042	239.780	235.027	441.827	509.130	328.964	429.324	200.764	456.472	392.316	481.067	488.419	481.072	502.374	190.243	490.603	470.959	0.00030264	0.00093957	0.00063912	1053.5	4.3256e-06	1.8349e-05	671.11	377.53	1.7837e-05	2.8445e-05	260.69	94.387	148.06	66.244	1.6823e-05	40.547	0.023503	0.030082	0.0084312	1263.5	0.00031557	0.00033481	898.57	443.28	0.00031443	0.00033341	382.79	134.45	181.85	78.434	0.00031862	58.869	505.075	316.610	230.833	182.738	334.871	278.056	180.442	187.705	336.081	380.553	184.482	188.010	191.360	195.356	369.806	191.404	-8191	255	
7324.585	1	1	0	0	0.083292	0.081158	0.063718	0.12788	0.21314	0.19034	0.053704	0.37407	0.2174	0.17309	0.18626	0.19523	0.62367	0.026677	0.060169	0.36567	0.22917	-0.74375	-0.0875	-0.81042	-0.85	-0.039583	-1.0063	-0.33125	-0.18333	-1.1083	-0.12708	-0.53333	-0.96042	-0.04375	-0.90833	-0.59375	380.376	322.954	368.289	252.193	373.879	417.948	475.933	461.076	509.569	226.408	456.321	235.368	496.772	381.952	493.527	498.521	0.00028707	0.0019511	0.00055638	1043.9	2.5883e-05	3.1108e-05	661.99	373.86	8.3205e-06	3.3458e-06	260.33	95.649	148	66.674	8.827e-06	40.861	0.023091	0.029321	0.0082978	1245.9	0.00031196	0.00033103	889.7	438.97	0.00031353	0.00033329	384.53	135.39	182.27	78.808	0.00032057	59.561	197.120	459.851	252.159	182.691	245.106	341.540	180.839	187.764	442.524	250.612	184.627	187.735	191.641	195.354	379.915	190.663	-8191	255	
7324.681	1	1	0	0	0.37692	0.058883	0.17735	0.19825	0.31148	0.19129	0.36625	0.20054	0.13959	0.096814	0.2295	0.32552	0.12061	0.155	0.11435	0.050753	0.26042	-0.81667	-0.22917	-0.36667	-0.88333	0.066667	-0.89792	-0.67917	-0.11875	-0.82083	-0.27292	-0.45625	-1.0271	-0.17083	-0.86042	-0.49792	243.878	195.739	498.913	459.421	485.654	213.606	499.839	523.027	206.739	332.183	489.179	438.313	500.600	196.619	372.590	459.039	0.00041256	0.00031656	0.00084348	1039.2	1.7153e-05	1.4344e-05	666.04	372.91	1.3493e-05	2.1834e-05	262.49	96.772	149.06	66.641	1.3851e-05	41.88	0.02321	0.029805	0.0083409	1248.1	0.00031238	0.00032982	895.16	438.05	0.00031266	0.00033403	386.87	136.69	183.2	79.166	0.00032405	60.903	199.099	375.042	358.136	182.884	338.467	503.733	181.031	187.531	313.967	294.208	184.879	188.154	191.716	195.258	353.892	191.544	-8191	255	
7324.777	1	1	0	0	0.12237	0.20451	0.27156	0.16732	0.28157	0.077281	0.07153	0.40228	0.091844	0.22969	0.15769	0.20382	0.26089	0.2542	0.29003	0.075391	0.29583	-1.0146	-0.275	-0.33125	-0.88125	0.022917	-0.46042	-0.66042	-0.033333	-0.975	-0.53125	-0.41458	-1.1771	-0.49792	-0.66875	-0.91875	224.421	267.494	361.089	207.623	254.919	451.048	409.176	481.092	521.031	424.205	217.034	233.512	417.078	481.081	468.102	413.179	0.00039198	0.0023587	0.00098156	1051.1	1.379e-05	5.2315e-06	677.29	372.37	1.2697e-05	7.474e-06	262.92	96.727	148.02	66.158	9.2183e-06	42.254	0.02358	0.030332	0.0085098	1260.8	0.00031983	0.00033783	909.86	440.77	0.0003156	0.00033704	387.84	137.08	182.18	78.501	0.00032534	61.082	179.683	273.953	499.392	182.791	209.589	293.488	180.700	187.715	271.618	526.639	184.870	188.397	191.414	195.416	246.776	191.198	-8191	255	
